2020-02-26 09:14:40,313 INFO b.p.s.BudgetPlanner [main] start reading file
2020-02-26 09:15:46,880 INFO b.p.s.BudgetPlanner [main] start reading file
2020-02-26 09:17:56,266 INFO b.p.s.BudgetPlanner [main] start reading file
2020-02-26 09:20:54,531 INFO b.p.s.BudgetPlanner [main] start reading file
2020-02-26 09:20:54,614 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T19:56:37, amount=-4869.27001953125, currency='EUR', detail='Quia nobis nisi aut ipsa ad qui.'}]}
2020-02-26 09:20:54,873 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-21T22:28:16, amount=892.5499877929688, currency='EUR', detail='Praesentium assumenda dolor et.'}]}
2020-02-26 09:20:54,873 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-22T12:28:01, amount=1180.0, currency='EUR', detail='Omnis beatae molestias.'}]}
2020-02-26 09:20:54,873 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-20T05:02:46, amount=4920.93994140625, currency='EUR', detail='Aliquam et voluptatem reiciendis iste corporis debitis rerum.'}]}
2020-02-26 09:20:54,873 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T20:09:10, amount=4968.7001953125, currency='EUR', detail='Quod nihil sint excepturi et nesciunt.'}]}
2020-02-26 09:20:54,873 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T13:39:51, amount=-208.99000549316406, currency='EUR', detail='Quam ipsam dolore sequi.'}]}
2020-02-26 09:20:54,873 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-22T06:07:24, amount=723.0800170898438, currency='EUR', detail='Quo quam facilis et quidem sed ex molestiae.'}]}
2020-02-26 09:20:54,873 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T07:15:21, amount=799.8300170898438, currency='EUR', detail='Nostrum commodi perspiciatis.'}]}
2020-02-26 09:20:54,873 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T02:28:39, amount=1744.31005859375, currency='EUR', detail='Minima quo quod omnis tempora quas.'}]}
2020-02-26 09:20:54,873 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-30T00:42:08, amount=-1534.239990234375, currency='EUR', detail='Accusamus numquam distinctio temporibus magni accusantium alias maiores.'}]}
2020-02-26 09:20:54,873 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T16:12:04, amount=-3709.760009765625, currency='EUR', detail='Qui molestiae laborum iusto nisi.'}]}
2020-02-26 09:20:54,874 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-18T14:39:43, amount=-2108.909912109375, currency='EUR', detail='Placeat illum ipsum ab aperiam perferendis molestiae.'}]}
2020-02-26 09:20:54,874 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T10:03:32, amount=-3641.919921875, currency='EUR', detail='Hic enim autem vel.'}]}
2020-02-26 09:20:54,874 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-07T04:08:05, amount=3825.989990234375, currency='EUR', detail='Dolor pariatur laborum.'}]}
2020-02-26 09:20:54,874 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-11T04:56:04, amount=-4226.83984375, currency='EUR', detail='Consequatur nihil accusantium.'}]}
2020-02-26 09:20:54,874 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-19T13:59:31, amount=-1218.260009765625, currency='EUR', detail='Id impedit saepe excepturi aut eius consequuntur commodi.'}]}
2020-02-26 09:20:54,874 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-21T09:43:39, amount=4511.990234375, currency='EUR', detail='Saepe unde asperiores illum eligendi eius accusantium.'}]}
2020-02-26 09:20:54,874 ERROR b.p.s.u.BudgetPlannerImporter [main] Error while mapping line: Invalid number of fields in line.
2020-02-26 09:20:54,874 INFO b.p.s.BudgetPlanner [main] finished reading file
2020-02-26 09:20:54,874 INFO b.p.s.BudgetPlanner [main] start reading file
2020-02-26 09:20:54,875 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T19:56:37, amount=-4869.27001953125, currency='EUR', detail='Quia nobis nisi aut ipsa ad qui.'}]}
2020-02-26 09:20:54,875 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-12T20:54:22, amount=2253.429931640625, currency='EUR', detail='Quisquam expedita provident officiis.'}]}
2020-02-26 09:20:54,875 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T07:36:50, amount=2092.919921875, currency='EUR', detail='Modi consequatur est ut aut voluptate quidem.'}]}
2020-02-26 09:20:54,875 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-23T14:46:56, amount=-4766.77001953125, currency='EUR', detail='Soluta veritatis ullam possimus doloribus inventore minima atque.'}]}
2020-02-26 09:20:54,875 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-26T02:00:34, amount=2265.169921875, currency='EUR', detail='Suscipit incidunt illum inventore occaecati voluptatem harum nihil.'}]}
2020-02-26 09:20:54,875 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-23T06:41:07, amount=3124.31005859375, currency='EUR', detail='Cupiditate illum voluptates quo odio ut.'}]}
2020-02-26 09:20:54,875 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-19T03:25, amount=1092.9000244140625, currency='EUR', detail='Voluptatum expedita voluptas eos quo praesentium illo.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-20T02:52:23, amount=2765.60009765625, currency='EUR', detail='Aut ad harum sit.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-26T02:54:42, amount=-1056.47998046875, currency='EUR', detail='Ex iste quas hic laboriosam.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-20T12:59:09, amount=-2948.85009765625, currency='EUR', detail='Voluptate rerum error nisi.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T14:58:52, amount=-1822.280029296875, currency='EUR', detail='Qui dolore consequatur velit quae tempora facere.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-21T14:54:29, amount=-1656.9000244140625, currency='EUR', detail='Delectus rerum rerum facere reiciendis.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-20T20:13:27, amount=-760.2000122070312, currency='EUR', detail='Repellendus recusandae voluptatibus minus eum aliquam.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T13:02:56, amount=-2601.14990234375, currency='EUR', detail='Quibusdam et rerum beatae dignissimos.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T22:24:08, amount=2827.1201171875, currency='EUR', detail='Officia aut accusantium assumenda soluta ipsa corporis architecto.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-26T00:25:13, amount=-4505.169921875, currency='EUR', detail='Illum optio incidunt et doloribus.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T22:09:05, amount=-2331.860107421875, currency='EUR', detail='Dolor corrupti ut.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-21T07:35:07, amount=830.010009765625, currency='EUR', detail='Quia aut recusandae odit ut magnam.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T18:57:42, amount=509.9700012207031, currency='EUR', detail='Molestiae quod qui qui atque.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-21T12:59, amount=2451.4599609375, currency='EUR', detail='Temporibus aut est.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T19:29:46, amount=-1439.010009765625, currency='EUR', detail='Autem qui et minus quasi possimus omnis.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-19T12:23:18, amount=114.06999969482422, currency='EUR', detail='Expedita cumque ut voluptate voluptatem unde praesentium.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-26T04:18:28, amount=-3469.409912109375, currency='EUR', detail='Nobis cumque unde amet illo quaerat.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-09T18:40:41, amount=-499.05999755859375, currency='EUR', detail='Magni iusto voluptatem aut aspernatur voluptates repellendus sunt.'}]}
2020-02-26 09:20:54,876 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T00:15:16, amount=-2703.60009765625, currency='EUR', detail='Sunt fugit nam accusantium beatae iure.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-20T19:37:03, amount=3759.429931640625, currency='EUR', detail='Qui possimus excepturi.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T03:52:34, amount=3031.3701171875, currency='EUR', detail='Reprehenderit doloremque temporibus.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-08T10:57:29, amount=-1838.280029296875, currency='EUR', detail='Est labore voluptatum ut non sit alias.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T02:45:34, amount=677.1199951171875, currency='EUR', detail='Ullam tempore laboriosam iure natus perspiciatis et neque.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-21T11:05:24, amount=-1201.949951171875, currency='EUR', detail='Recusandae minima consectetur repellendus iste.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-20T12:43:19, amount=-4250.2099609375, currency='EUR', detail='Quia voluptatem aliquid excepturi delectus.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T09:44:45, amount=-3697.5, currency='EUR', detail='Qui veritatis aliquid rerum ut nihil ipsam consequatur.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-26T07:06:15, amount=-1656.56005859375, currency='EUR', detail='Deleniti illum qui.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T02:52:13, amount=-3234.6298828125, currency='EUR', detail='Saepe velit et dignissimos iste omnis qui ut.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-08T19:15:05, amount=-4007.489990234375, currency='EUR', detail='Rerum ut cupiditate.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T17:06:48, amount=1948.6099853515625, currency='EUR', detail='Quia sunt voluptatem.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-08T18:35:03, amount=-3041.489990234375, currency='EUR', detail='Porro eos maxime quod sequi eaque saepe atque.'}]}
2020-02-26 09:20:54,877 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-23T13:47:14, amount=4242.35986328125, currency='EUR', detail='Ut quia est.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T02:33:47, amount=191.97000122070312, currency='EUR', detail='Numquam in consequatur aspernatur veritatis.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T07:59:51, amount=2527.1298828125, currency='EUR', detail='Ducimus sunt aut rerum.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-23T03:01:42, amount=-13.869999885559082, currency='EUR', detail='Et error doloribus.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-22T08:26:11, amount=-4293.52001953125, currency='EUR', detail='Repudiandae deleniti officia.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T16:05:04, amount=-4659.35986328125, currency='EUR', detail='Temporibus consequatur aliquid molestiae et.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T10:49:51, amount=127.41999816894531, currency='EUR', detail='Quis maiores dolores.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T21:54:28, amount=-4476.97021484375, currency='EUR', detail='Vel voluptas assumenda praesentium rerum rerum quo tenetur.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-11T18:53:04, amount=-268.54998779296875, currency='EUR', detail='Consequatur excepturi aut quod eos nemo qui.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-20T11:30:07, amount=2325.31005859375, currency='EUR', detail='Suscipit qui omnis autem autem distinctio.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-10T16:54:20, amount=4481.72021484375, currency='EUR', detail='Omnis itaque quos.'}]}
2020-02-26 09:20:54,878 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-23T10:13:53, amount=-3289.2900390625, currency='EUR', detail='Sunt aut ut laboriosam dolor corporis iusto nihil.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-08T08:45:37, amount=-4684.68994140625, currency='EUR', detail='Magnam et autem perferendis natus quia consequatur.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-12T13:08:18, amount=2122.590087890625, currency='EUR', detail='Quaerat eligendi ut porro est accusantium itaque.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-18T00:41:35, amount=-3491.580078125, currency='EUR', detail='Cum autem ad.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T12:50:54, amount=-3910.52001953125, currency='EUR', detail='Quia voluptate maiores omnis ea.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T09:29:47, amount=366.69000244140625, currency='EUR', detail='Sunt eos impedit qui voluptate asperiores cupiditate.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T01:38:44, amount=-3615.909912109375, currency='EUR', detail='Ut doloremque qui quia omnis cum.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-26T08:14:01, amount=-1840.6500244140625, currency='EUR', detail='Repellendus minima officiis et.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-23T01:30:12, amount=4811.10986328125, currency='EUR', detail='Molestias officia in est sapiente et.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-22T04:44:22, amount=-2137.949951171875, currency='EUR', detail='Recusandae molestiae debitis earum minima laboriosam.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-21T14:48:49, amount=1432.6500244140625, currency='EUR', detail='Fugit ipsum qui autem.'}]}
2020-02-26 09:20:54,879 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-20T04:09:09, amount=-1128.3499755859375, currency='EUR', detail='Qui minima minus et.'}]}
2020-02-26 09:20:54,880 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T23:56:41, amount=-1926.77001953125, currency='EUR', detail='Exercitationem voluptatem reprehenderit enim consequuntur.'}]}
2020-02-26 09:20:54,880 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-10T00:46:20, amount=4863.47021484375, currency='EUR', detail='Maiores possimus laboriosam.'}]}
2020-02-26 09:20:54,880 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-10T03:09:18, amount=-3451.239990234375, currency='EUR', detail='Qui quaerat nulla id non.'}]}
2020-02-26 09:20:54,880 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-23T13:51:45, amount=2525.469970703125, currency='EUR', detail='Facilis enim placeat.'}]}
2020-02-26 09:20:54,880 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-21T18:00:50, amount=-3332.320068359375, currency='EUR', detail='Aut itaque vero provident reiciendis corporis.'}]}
2020-02-26 09:20:54,880 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-23T03:05:05, amount=-2737.719970703125, currency='EUR', detail='Repellendus minus deserunt molestias dicta quos illo.'}]}
2020-02-26 09:20:54,880 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T07:35:37, amount=324.92999267578125, currency='EUR', detail='Pariatur nesciunt facere optio neque aut ab.'}]}
2020-02-26 09:20:54,880 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-21T12:21:35, amount=-2665.52001953125, currency='EUR', detail='Dignissimos asperiores ab aut molestiae.'}]}
2020-02-26 09:20:54,880 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-08T12:34:52, amount=-647.6300048828125, currency='EUR', detail='Nesciunt velit ipsam.'}]}
2020-02-26 09:20:54,880 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-26T02:17:53, amount=4607.41015625, currency='EUR', detail='Eos quos et ea atque dolorem blanditiis aspernatur.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-13T11:35:51, amount=2993.60009765625, currency='EUR', detail='Cumque quo ipsa repellendus.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T23:28:59, amount=-168.2899932861328, currency='EUR', detail='Voluptatem ut incidunt porro.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-19T18:46:41, amount=2137.050048828125, currency='EUR', detail='At eum enim odio eligendi quia.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-02T16:41:11, amount=407.8800048828125, currency='EUR', detail='Eum occaecati illum eos distinctio error accusantium.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T01:08:24, amount=91.36000061035156, currency='EUR', detail='Laudantium sequi quibusdam repellendus dolorum distinctio modi.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-08T03:51:12, amount=-2507.1201171875, currency='EUR', detail='Voluptas facilis similique recusandae unde animi expedita.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T16:37:20, amount=-2277.590087890625, currency='EUR', detail='Et quibusdam molestias voluptas.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-25T18:46:39, amount=336.70001220703125, currency='EUR', detail='Officiis in eum.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-30T04:05:14, amount=-83.0999984741211, currency='EUR', detail='Ducimus consectetur eligendi excepturi ratione ea aut libero.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-23T22:14:05, amount=2865.14990234375, currency='EUR', detail='Porro aperiam iusto sed.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-26T00:04, amount=2775.02001953125, currency='EUR', detail='Quia possimus fugiat occaecati vel.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-20T08:27:35, amount=2531.47998046875, currency='EUR', detail='Ea nulla pariatur aut fugiat perspiciatis sit.'}]}
2020-02-26 09:20:54,881 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T09:54:44, amount=301.30999755859375, currency='EUR', detail='Placeat dolores illum occaecati doloribus.'}]}
2020-02-26 09:20:54,882 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T22:39:09, amount=-3585.52001953125, currency='EUR', detail='Ullam ad cum architecto.'}]}
2020-02-26 09:20:54,882 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-21T22:28:16, amount=892.5499877929688, currency='EUR', detail='Praesentium assumenda dolor et.'}]}
2020-02-26 09:20:54,882 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-22T12:28:01, amount=1180.0, currency='EUR', detail='Omnis beatae molestias.'}]}
2020-02-26 09:20:54,882 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-20T05:02:46, amount=4920.93994140625, currency='EUR', detail='Aliquam et voluptatem reiciendis iste corporis debitis rerum.'}]}
2020-02-26 09:20:54,882 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T20:09:10, amount=4968.7001953125, currency='EUR', detail='Quod nihil sint excepturi et nesciunt.'}]}
2020-02-26 09:20:54,882 DEBUG b.p.s.u.BudgetPlannerImporter [main] Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-24T13:39:51, amount=-208.99000549316406, currency='EUR', detail='Quam ipsam dolore sequi.'}]}
